index,RegionID,RegionName,SizeRank,tier,date,income,zri,PercentIncomeSpentOnRent
0,394913,"New York, NY",1,Bottom Tier,2011-12-31,19250.0,1503,0.936935064935065
1,394913,"New York, NY",1,Upper Tier,2011-12-31,152000.0,2908,0.229578947368421
2,394913,"New York, NY",1,Bottom Tier,2012-03-31,19375.0,1514,0.9377032258064516
3,394913,"New York, NY",1,Upper Tier,2012-03-31,153000.0,2978,0.2335686274509804
4,394913,"New York, NY",1,Bottom Tier,2012-06-30,19500.0,1526,0.939076923076923
5,394913,"New York, NY",1,Upper Tier,2012-06-30,154000.0,3042,0.237038961038961
6,394913,"New York, NY",1,Bottom Tier,2012-09-30,19625.0,1542,0.9428789808917196
7,394913,"New York, NY",1,Upper Tier,2012-09-30,155150.0,3096,0.2394585884627779
8,394913,"New York, NY",1,Bottom Tier,2012-12-31,19750.0,1563,0.9496708860759494
9,394913,"New York, NY",1,Upper Tier,2012-12-31,156300.0,3133,0.2405374280230326
10,394913,"New York, NY",1,Bottom Tier,2013-03-31,19875.0,1585,0.9569811320754718
11,394913,"New York, NY",1,Upper Tier,2013-03-31,157450.0,3160,0.2408383613845665
12,394913,"New York, NY",1,Bottom Tier,2013-06-30,20000.0,1610,0.966
13,394913,"New York, NY",1,Upper Tier,2013-06-30,158600.0,3175,0.2402269861286254
14,394913,"New York, NY",1,Bottom Tier,2013-09-30,20000.0,1634,0.9804
15,394913,"New York, NY",1,Upper Tier,2013-09-30,160075.0,3186,0.2388380446665625
16,394913,"New York, NY",1,Bottom Tier,2013-12-31,20000.0,1653,0.9918
17,394913,"New York, NY",1,Upper Tier,2013-12-31,161550.0,3202,0.2378458681522748
18,394913,"New York, NY",1,Bottom Tier,2014-03-31,20000.0,1669,1.0014
19,394913,"New York, NY",1,Upper Tier,2014-03-31,163025.0,3231,0.2378285539027756
20,394913,"New York, NY",1,Bottom Tier,2014-06-30,20000.0,1689,1.0134
21,394913,"New York, NY",1,Upper Tier,2014-06-30,164500.0,3288,0.239854103343465
22,394913,"New York, NY",1,Bottom Tier,2014-09-30,20092.5,1712,1.0224710712952594
23,394913,"New York, NY",1,Upper Tier,2014-09-30,166309.5,3364,0.2427281664607253
24,394913,"New York, NY",1,Bottom Tier,2014-12-31,20185.0,1741,1.0350260094129304
25,394913,"New York, NY",1,Upper Tier,2014-12-31,168119.0,3447,0.2460400073757279
26,394913,"New York, NY",1,Bottom Tier,2015-03-31,20277.5,1780,1.0533842929355195
27,394913,"New York, NY",1,Upper Tier,2015-03-31,169928.5,3491,0.2465272158584345
28,394913,"New York, NY",1,Bottom Tier,2015-06-30,20370.0,1823,1.0739322533136966
29,394913,"New York, NY",1,Upper Tier,2015-06-30,171738.0,3449,0.2409950040177479
30,394913,"New York, NY",1,Bottom Tier,2015-09-30,20462.5,1866,1.0942944410507025
31,394913,"New York, NY",1,Upper Tier,2015-09-30,173547.5,3376,0.233434650455927
32,394913,"New York, NY",1,Bottom Tier,2015-12-31,20555.0,1905,1.1121381658963756
33,394913,"New York, NY",1,Upper Tier,2015-12-31,175357.0,3309,0.2264409176708087
34,394913,"New York, NY",1,Bottom Tier,2016-03-31,20647.5,1927,1.1199418815837268
35,394913,"New York, NY",1,Upper Tier,2016-03-31,177166.5,3262,0.2209447045575772
36,394913,"New York, NY",1,Bottom Tier,2016-06-30,20740.0,1932,1.1178399228543876
37,394913,"New York, NY",1,Upper Tier,2016-06-30,178976.0,3256,0.2183086000357589
38,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2010-12-31,18850.0,1197,0.7620159151193634
39,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2010-12-31,130900.0,2175,0.1993888464476699
40,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2011-03-31,18975.0,1202,0.7601581027667984
41,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2011-03-31,131950.0,2147,0.1952557787040545
42,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2011-06-30,19100.0,1209,0.7595811518324608
43,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2011-06-30,133000.0,2122,0.1914586466165413
44,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2011-09-30,19100.0,1216,0.763979057591623
45,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2011-09-30,134000.0,2099,0.1879701492537313
46,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2011-12-31,19100.0,1235,0.7759162303664922
47,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2011-12-31,135000.0,2107,0.1872888888888889
48,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2012-03-31,19100.0,1259,0.7909947643979057
49,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2012-03-31,136000.0,2122,0.187235294117647
50,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2012-06-30,19100.0,1284,0.8067015706806283
51,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2012-06-30,137000.0,2140,0.1874452554744525
52,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2012-09-30,19325.0,1308,0.8122121604139715
53,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2012-09-30,137750.0,2156,0.1878185117967332
54,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2012-12-31,19550.0,1328,0.8151406649616368
55,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2012-12-31,138500.0,2170,0.188014440433213
56,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2013-03-31,19775.0,1347,0.8173957016434893
57,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2013-03-31,139250.0,2191,0.1888114901256732
58,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2013-06-30,20000.0,1366,0.8196
59,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2013-06-30,140000.0,2220,0.1902857142857142
60,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2013-09-30,20200.0,1380,0.8198019801980198
61,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2013-09-30,141600.0,2251,0.1907627118644067
62,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2013-12-31,20400.0,1387,0.8158823529411765
63,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2013-12-31,143200.0,2279,0.1909776536312849
64,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2014-03-31,20600.0,1393,0.8114563106796117
65,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2014-03-31,144800.0,2317,0.1920165745856353
66,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2014-06-30,20800.0,1406,0.8111538461538461
67,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2014-06-30,146400.0,2367,0.1940163934426229
68,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2014-09-30,20896.2,1429,0.8206276739311453
69,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2014-09-30,148010.4,2425,0.1966078059379611
70,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2014-12-31,20992.4,1465,0.8374459328137802
71,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2014-12-31,149620.8,2486,0.199384042860351
72,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2015-03-31,21088.6,1519,0.8643532524681582
73,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2015-03-31,151231.2,2552,0.2024978972592956
74,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2015-06-30,21184.8,1591,0.9012121898719836
75,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2015-06-30,152841.6,2630,0.2064882859116889
76,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2015-09-30,21281.0,1683,0.9490155537803676
77,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2015-09-30,154452.0,2723,0.2115608732810193
78,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2015-12-31,21377.2,1791,1.005370207510806
79,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2015-12-31,156062.4,2858,0.2197582505459354
80,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2016-03-31,21473.4,1878,1.0494844784710384
81,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2016-03-31,157672.8,2970,0.2260377186172884
82,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Bottom Tier,2016-06-30,21569.6,1937,1.0776277724204435
83,753899,"Los Angeles-Long Beach-Anaheim, CA",2,Upper Tier,2016-06-30,159283.2,3041,0.2291013741562198
84,394463,"Chicago, IL",3,Bottom Tier,2010-12-31,19200.0,988,0.6175
85,394463,"Chicago, IL",3,Upper Tier,2010-12-31,127500.0,1587,0.1493647058823529
86,394463,"Chicago, IL",3,Bottom Tier,2011-03-31,19200.0,963,0.601875
87,394463,"Chicago, IL",3,Upper Tier,2011-03-31,128750.0,1620,0.1509902912621359
88,394463,"Chicago, IL",3,Bottom Tier,2011-06-30,19200.0,939,0.586875
89,394463,"Chicago, IL",3,Upper Tier,2011-06-30,130000.0,1654,0.152676923076923
90,394463,"Chicago, IL",3,Bottom Tier,2011-09-30,19400.0,916,0.5665979381443299
91,394463,"Chicago, IL",3,Upper Tier,2011-09-30,130750.0,1688,0.1549216061185468
92,394463,"Chicago, IL",3,Bottom Tier,2011-12-31,19600.0,908,0.5559183673469388
93,394463,"Chicago, IL",3,Upper Tier,2011-12-31,131500.0,1723,0.1572319391634981
94,394463,"Chicago, IL",3,Bottom Tier,2012-03-31,19800.0,914,0.553939393939394
95,394463,"Chicago, IL",3,Upper Tier,2012-03-31,132250.0,1753,0.1590623818525519
96,394463,"Chicago, IL",3,Bottom Tier,2012-06-30,20000.0,926,0.5556
97,394463,"Chicago, IL",3,Upper Tier,2012-06-30,133000.0,1779,0.1605112781954887
98,394463,"Chicago, IL",3,Bottom Tier,2012-09-30,20100.0,938,0.56
99,394463,"Chicago, IL",3,Upper Tier,2012-09-30,134075.0,1803,0.1613723662129405
100,394463,"Chicago, IL",3,Bottom Tier,2012-12-31,20200.0,951,0.5649504950495049
101,394463,"Chicago, IL",3,Upper Tier,2012-12-31,135150.0,1832,0.1626637069922308
102,394463,"Chicago, IL",3,Bottom Tier,2013-03-31,20300.0,964,0.5698522167487685
103,394463,"Chicago, IL",3,Upper Tier,2013-03-31,136225.0,1861,0.1639346669113598
104,394463,"Chicago, IL",3,Bottom Tier,2013-06-30,20400.0,980,0.5764705882352941
105,394463,"Chicago, IL",3,Upper Tier,2013-06-30,137300.0,1882,0.1644865258557902
106,394463,"Chicago, IL",3,Bottom Tier,2013-09-30,20550.0,995,0.581021897810219
107,394463,"Chicago, IL",3,Upper Tier,2013-09-30,138725.0,1899,0.1642674355739773
108,394463,"Chicago, IL",3,Bottom Tier,2013-12-31,20700.0,1007,0.5837681159420289
109,394463,"Chicago, IL",3,Upper Tier,2013-12-31,140150.0,1910,0.1635390652871922
110,394463,"Chicago, IL",3,Bottom Tier,2014-03-31,20850.0,1015,0.5841726618705037
111,394463,"Chicago, IL",3,Upper Tier,2014-03-31,141575.0,1925,0.1631644004944376
112,394463,"Chicago, IL",3,Bottom Tier,2014-06-30,21000.0,1027,0.5868571428571429
113,394463,"Chicago, IL",3,Upper Tier,2014-06-30,143000.0,1947,0.1633846153846153
114,394463,"Chicago, IL",3,Bottom Tier,2014-09-30,21097.125,1043,0.5932561901206918
115,394463,"Chicago, IL",3,Upper Tier,2014-09-30,144573.0,1971,0.1635990122637007
116,394463,"Chicago, IL",3,Bottom Tier,2014-12-31,21194.25,1058,0.59903039739552
117,394463,"Chicago, IL",3,Upper Tier,2014-12-31,146146.0,1982,0.1627413682208202
118,394463,"Chicago, IL",3,Bottom Tier,2015-03-31,21291.375,1073,0.6047519241946563
119,394463,"Chicago, IL",3,Upper Tier,2015-03-31,147719.0,1977,0.1606022244938024
120,394463,"Chicago, IL",3,Bottom Tier,2015-06-30,21388.5,1086,0.6092993898590364
121,394463,"Chicago, IL",3,Upper Tier,2015-06-30,149292.0,1967,0.1581062615545374
122,394463,"Chicago, IL",3,Bottom Tier,2015-09-30,21485.625,1097,0.6126887162928703
123,394463,"Chicago, IL",3,Upper Tier,2015-09-30,150865.0,1956,0.1555828058197726
124,394463,"Chicago, IL",3,Bottom Tier,2015-12-31,21582.75,1118,0.6216075337943496
125,394463,"Chicago, IL",3,Upper Tier,2015-12-31,152438.0,1949,0.15342631102481
126,394463,"Chicago, IL",3,Bottom Tier,2016-03-31,21679.875,1142,0.6321069655613789
127,394463,"Chicago, IL",3,Upper Tier,2016-03-31,154011.0,1940,0.1511580341663907
128,394463,"Chicago, IL",3,Bottom Tier,2016-06-30,21777.0,1167,0.6430637828902053
129,394463,"Chicago, IL",3,Upper Tier,2016-06-30,155584.0,1908,0.1471616618675442
130,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2010-12-31,20345.0,799,0.4712705824526911
131,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2010-12-31,121300.0,1280,0.1266281945589447
132,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2011-03-31,20467.5,781,0.457896665445218
133,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2011-03-31,122100.0,1289,0.1266830466830467
134,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2011-06-30,20590.0,762,0.4440990772219524
135,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2011-06-30,122900.0,1299,0.1268348250610252
136,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2011-09-30,20692.5,744,0.4314606741573034
137,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2011-09-30,124175.0,1309,0.1264988926917656
138,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2011-12-31,20795.0,727,0.4195239240201971
139,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2011-12-31,125450.0,1323,0.1265524113192506
140,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2012-03-31,20897.5,715,0.4105754276827372
141,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2012-03-31,126725.0,1342,0.1270783191951075
142,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2012-06-30,21000.0,713,0.4074285714285714
143,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2012-06-30,128000.0,1361,0.12759375
144,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2012-09-30,21000.0,720,0.4114285714285714
145,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2012-09-30,129000.0,1379,0.1282790697674418
146,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2012-12-31,21000.0,727,0.4154285714285714
147,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2012-12-31,130000.0,1398,0.1290461538461538
148,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2013-03-31,21000.0,734,0.4194285714285714
149,394514,"Dallas-Fort Worth, TX",4,Upper Tier,2013-03-31,131000.0,1416,0.1297099236641221
150,394514,"Dallas-Fort Worth, TX",4,Bottom Tier,2013-06-30,21000.0,751,0.4291428571428571
